pressure,temperature,rotation_speed,polish_time,slurry_flow_rate,pad_conditioning,head_force,back_pressure,pad_age,material_type,is_faulty,quality_score
5.2483570765056164,27.798710873172006,93.24821725025619,50.46096221061305,182.73012790070132,1,11.351015752487001,1.9951202865527686,28,W,0,74.92723201669463
4.930867849414407,26.849267365825536,98.55481329284483,55.698074946102494,199.3759302212183,0,8.487471034701125,1.7155540700987586,53,Al,0,77.10394103788356
5.323844269050346,25.11926073984035,92.07580079000039,57.93197233289178,200.36033744088894,1,8.669294868669073,2.1685027792910008,58,Al,0,85.07588880104967
5.761514928204012,23.706126444588854,96.9203847036096,69.43843828670096,209.45260691686812,1,7.822032267805312,2.150991753228393,73,Al,0,78.1353335713361
4.882923312638332,26.39644662722718,81.06385333046214,62.78276562266879,172.66283273438347,1,9.300585459876713,1.6116282681241187,60,Al,0,98.42807504823166
4.88293152152541,25.7869707708435,102.13293707372938,53.32259215450054,211.85134547694662,0,10.161698526704752,1.99923917326584,59,W,0,83.91595664286542
5.789606407753696,26.790386440055464,100.01205475362224,62.43018144708819,145.9121673679445,1,10.102858577932334,1.6819716338639403,22,Cu,0,71.76388049633911
5.383717364576454,26.27034360336394,91.82911368931809,52.26348005530817,187.40230895272379,1,10.14934191105988,1.8670697804995875,8,W,0,91.877992175099
4.765262807032524,27.09910543063867,106.59245668432405,65.41345526943536,190.2345231509691,1,8.588943168933918,1.8194382146074402,49,Cu,0,79.86535864626968
5.2712800217929825,23.929529576878863,109.37570137626558,57.64437674091061,212.66653652142477,0,10.803154742614023,2.161852939648397,42,Al,0,89.60466796174742
4.768291153593768,27.63478813126865,83.92440135631026,59.531819056304144,200.45261705353738,0,10.239627518238997,2.023366034834437,27,Cu,0,78.38783111569695
4.767135123214872,25.3951992093848,92.37275221433785,66.62898323771095,171.88873892287427,1,10.733054281465998,1.7428817998487944,39,Al,0,87.1223122519996
5.120981135783017,29.15052174525053,92.30857650212701,53.56418215707875,180.30013748365968,0,8.107237822409948,2.1760131925914683,83,W,0,93.16457514422393
4.043359877671101,23.621624363820864,90.60096898891135,53.014409074435044,203.97360019094813,1,10.31149085879779,1.713238835214317,25,Cu,0,97.84026225323662
4.137541083743484,28.4719276063305,108.29474841931749,57.08200336826997,198.41865316270886,0,8.812234760082474,2.0660227580941886,38,W,0,77.83381433299232
4.718856235379514,25.395821566925296,98.06173861227197,65.19189425509659,188.41751780728507,0,9.602676747448639,1.8371978661416888,85,Al,0,80.04570852996943
4.493584439832788,23.697163992771102,97.35485158689389,52.40326962261579,190.38332420976042,1,10.534364898636383,1.926864583493896,24,W,0,83.9279926085782
5.157123666297637,24.032228331891357,79.96137635593246,45.839222009447155,213.92335994318577,1,10.091093606255914,2.100854149607677,24,Al,1,44.33671982837249
4.545987962239394,24.35930538361136,106.35418030209226,57.744205707955004,189.64614854261572,1,9.148460020220682,2.1042898798119056,60,Al,0,97.04160570431972
4.293848149332354,25.848331892803834,87.60741605146528,62.758703999554605,198.23817511941854,0,10.006273156184418,2.267393814711192,83,Al,0,72.69634840301914
5.732824384460777,26.045670976070998,100.59932630266329,66.00130874869414,243.39873176161086,1,8.468464684756357,1.9835492600657094,50,W,0,73.95789477261432
4.8871118497567325,23.85259999212284,102.77376937958192,57.68419318957301,171.52634726232154,0,11.150267395898297,2.0612901725926682,66,W,0,84.86527531991915
5.033764102343962,24.951290815478036,113.60658595838652,57.94286696441999,162.96314536850684,0,9.79471598050375,1.912452535519135,14,Cu,0,73.1985781841627
4.287625906893272,29.284540717223727,86.91179600880888,65.76950367127874,215.67179329597212,1,11.118549944255326,2.0363979765245594,53,Cu,0,80.36742620046093
4.727808637737409,28.455086340201422,69.80487844179174,50.6512915015229,186.42713877411794,0,9.473468312903957,2.0878972096017026,32,W,1,32.88739473422149
5.055461294854933,25.872647339348063,101.83849544753694,58.05739612408495,193.6352494451476,1,9.476424011593418,1.9803380305091247,96,W,0,89.08121065395657
4.424503211288848,25.0760069563364,118.00511181510853,60.952119449625286,184.37687243737773,0,9.235813213362153,1.6392499031815007,92,W,0,98.48486295217485
5.187849009172836,25.24006265343652,112.38946352939438,62.24609360642517,194.80399718464975,1,10.876173931693076,2.066294179266179,48,W,0,99.90201310883144
4.699680655040598,26.227035945460834,102.09659415274626,57.450966534045584,231.97076224192682,0,9.290568842671524,2.0729122954710912,39,Al,0,81.25723397490745
4.854153125103362,22.954414869603188,95.08363814367952,60.17220505852921,216.0425691723624,0,10.644595432415176,1.8639653047304099,40,Al,0,87.97037911343837
4.699146693885302,24.48524692515331,108.0712259663731,47.55836323293505,217.24447023773953,1,9.61754760233071,1.7431225927854972,42,Al,0,95.68802960572243
5.926139092254469,21.66283185224482,90.26453800295532,56.708757938330756,171.67545888414708,0,8.02403670010838,2.295175830100793,77,W,0,73.52386218389152
4.993251387631033,25.79844624521056,104.7635776935622,62.26754356277234,176.9769252689426,1,9.429685932213534,2.0982891021788803,76,Al,0,90.68693233155895
4.47114453552205,26.29439187940548,105.05470159166627,55.0885298287266,143.21842681029148,0,8.820891785637151,1.954183793815658,8,Al,0,82.26530985175205
5.411272456051594,24.033627075401252,110.6020990749888,60.294921107947985,183.8123835783449,0,10.033902723682338,1.7725934233705025,79,Cu,0,76.18438480840493
4.389578175014488,28.147973526580067,127.59660038911078,62.23436250401349,219.13406372771317,0,8.80959226432551,1.8356370343157309,26,Cu,0,82.08260856242326
5.104431797502378,22.548468673995316,103.92415967178766,58.287253995711175,210.33893031496743,1,10.925975100714616,2.2605180793572464,12,Al,0,72.2788086089475
4.0201649380601125,22.07125023958036,94.91036374292501,60.852318854982855,195.56973474095753,1,9.908924139646972,2.027532388173609,43,Al,0,90.86221445767917
4.335906975550785,25.448903637119944,99.74425687808005,55.18633717357694,199.55399432563894,1,9.82240400524126,1.8898825865998587,51,Al,0,77.58228006245359
5.098430617934562,27.094196605224308,82.30924095110882,58.966943601519766,186.22228914849188,1,10.655892137787582,2.1019378462449314,91,W,0,79.34216935134634
5.369233289997705,28.36785538291574,93.05286868910942,63.05108084794611,204.09517764803567,1,10.963906934075862,1.8371203625107353,82,Cu,0,73.63243894724388
5.085684140594985,24.08223147426212,95.90717561886896,60.78486480484217,215.3175655896123,0,9.979901248230348,2.3001686060560758,63,Cu,0,95.93977341669675
4.9421758588058795,27.15736166686259,94.75911602065408,57.06734365218032,167.68226425179054,0,9.22879970045071,2.270560106979345,49,Cu,0,84.80332837848216
4.849448152205356,24.922983060998586,101.52354872033722,61.121082021453965,205.99295375674697,1,8.22603038388787,1.9066851857594447,27,Al,0,87.16440633359201
4.260739004816286,24.65474540011836,91.775800676178,63.57304895318309,218.64869741909334,0,9.31395024296482,1.874265950593828,9,W,0,87.08298049284564
4.640077895802646,26.767319874973346,111.21030667324472,49.75029360711261,191.6979942207326,0,9.382787753352039,1.4763733602615439,39,Cu,0,82.31479343624025
4.769680614520106,26.30464575682684,100.00207064918197,65.79537032477948,214.01401224241167,0,10.107057452992297,1.7036838456897263,65,Cu,0,75.77589746314419
5.528561113109458,21.8472156860315,99.90699678861385,58.31872630659464,256.29308888945104,0,9.654853118861972,1.7321060450084487,71,W,0,92.353982454952
5.1718091447842305,27.953080699451792,96.72105283487082,62.12744966620115,197.91314414026215,1,10.687932972051428,2.027038068197477,90,Al,0,73.81168796073023
4.118479922318633,27.760182708294902,101.55190683858979,65.98623461822613,207.86614100010647,0,9.38701672872931,1.934753259111728,71,Al,0,73.11621370836431
5.162041984697398,23.74887459698094,108.25098264667635,53.14163151384767,185.23885832677217,1,9.942958833147058,1.7309329025169518,7,Cu,0,91.3043511278951
4.807458859791842,25.791607066874818,91.32869784289099,56.45279498786227,203.62502325204102,1,11.183987443196889,1.9437671915070887,72,Cu,0,76.26511061355951
4.6615389998470205,25.988060372565478,93.41883510924744,58.55725652062148,209.20543249964607,0,10.341825213954966,2.10106742952947,80,W,0,79.20318254058498
5.305838144420434,25.521347531647812,96.96273971223336,56.08123239437786,203.89684680540276,1,9.939962458311436,2.1055678699831173,67,Cu,0,84.25682401005221
5.515499761247975,23.89938969230916,86.54129076526785,68.67468287918405,179.60609360582288,0,9.398055558064822,1.6200659438282237,10,W,0,83.48053950188638
5.465640059558099,23.656753264123896,91.80742140278502,55.71613953086604,204.127235426509,0,9.366768603285022,1.9743473039032338,71,Cu,0,91.25737375194998
4.580391238388681,24.94889185801711,95.23779126455341,57.22226610256567,229.24391877435272,0,9.149386747048052,1.7233318446056778,85,Cu,0,88.70295380330083
4.845393812074393,27.34545803851873,108.74389180712727,61.02194515801489,208.97271529029055,1,9.458993134217101,2.1803457394280548,53,Cu,0,89.33188486845597
5.165631715701782,26.087200309188866,102.62561329001925,53.98925236961956,219.23974378143683,1,10.755665838744315,2.1568292832707,95,Al,0,91.42162991966372
5.48777256356118,24.258771335827788,101.93589911367545,58.02159644121868,195.25976059974744,1,9.778111728707731,1.8203945547351084,87,W,0,78.77838182270396
4.760412881077355,26.54339742129669,108.50897962167971,61.587266306250875,214.99800478847422,0,8.65022693061877,1.84679095951992,57,W,0,79.66999935401421
4.907170511668092,19.30291475873985,98.62628211600604,58.335697978087445,205.58535676433053,0,11.768169293059783,1.9077465899003385,91,Al,0,83.13993243686662
4.446832512996986,27.297531400744205,103.9046484992889,59.533065705500256,180.98178540625537,0,10.319965191145164,1.5494413210537321,86,Al,0,79.22386519100579
4.401896687959665,21.5205724424438,98.96778247067503,57.353339437758144,206.3704200959775,1,8.59305659948683,2.0671936346881155,27,Al,0,99.5481360691259
5.406262911197099,24.275118117193735,102.65362349399628,52.427648454096165,180.16606673119378,0,9.558151072759177,1.9454310907319738,54,W,0,94.42155779264289
5.678120014285412,22.760660210747712,94.17241342388418,61.60796605669619,187.34239450230416,0,10.110886382828419,2.194035016513572,4,Cu,0,74.93964064768089
4.963994939209833,22.41063704855819,75.61182841723571,68.7746653582362,203.78656614584747,1,11.704592093297377,1.7803181564074895,88,Al,1,56.31464701113583
5.501766448946012,27.32165357475704,98.65720837813696,60.09200815391719,205.9448854676025,1,8.89188754174113,1.8761754103500137,23,Al,0,71.28349804741804
5.180818012523817,24.064597597376217,114.2274813609994,61.126320586237746,176.21535069845743,1,10.976040719355947,1.698694948392177,48,Al,0,77.32190353128776
4.677440122697438,25.69300776346143,109.26215402241593,63.4636137755843,221.07971542365752,0,11.399486426972343,1.7991418873011493,83,Cu,0,73.4287385751057
5.1806978027542065,24.90615884224163,109.6539748459117,53.6533475172665,211.44012556600947,0,9.371345694925429,1.7636036007863563,42,Cu,0,86.00014344677716
5.769018283232985,25.95408165444624,112.36130721806218,68.51257329064802,185.90543128778233,0,9.722486381139767,2.1991947357692894,3,Al,0,95.73985668182075
4.9820869804450245,25.15364378212051,100.88657590961438,61.01164398211401,169.2483040710165,1,8.96369075262623,1.8603476302497215,91,Cu,0,92.10250662739682
5.782321827907003,22.43401555162286,101.97315707405596,68.15928449544555,197.10190841837138,1,9.796538858919694,2.024835136948923,3,Al,0,76.46827189246571
3.6901274479551276,26.99253363889428,93.8234810456565,56.334835022380055,191.0811257227768,1,9.963410025657069,1.923847319227639,28,Cu,1,34.6222719741925
5.410951252187612,24.012486833677375,96.8392714397295,69.09030961278913,202.26280914106044,1,10.65964999808237,1.7461069467974375,63,W,0,85.23682628593832
